recno	PGC	NGC	UGC	IC	Dist	e_Dist	logM*	e_logM*	Gamma*	n_Gamma*	logSFR	e_logSFR	n_logSFR	DelMS	Flags	_RA	_DE
1186	8669	"         "	" "	"       "	73.0	0.09	9.95	0.1	0.37	"SSFRLIKE"	-0.28	0.2	"FUV+WISE4"	-0.14	" "	34.04483	25.23706
1164	8520	"         "	" "	"       "	70.0	0.09	10.3	0.1	0.41	"SSFRLIKE"	-0.08	0.2	"FUV+WISE4"	-0.17	" "	33.3913	25.85549
1079	8035	"         "	" "	"       "	72.4	0.09	9.89	0.1	0.39	"SSFRLIKE"	-0.39	0.2	"FUV+WISE4"	-0.21	"S"	31.61317	27.0336
1192	8691	"         "	" "	"       "	27.2	0.12	8.59	0.12	0.25	"SSFRLIKE"	-1.12	0.2	"NUV+WISE4"	-0.08	" "	34.1345	28.20594
1171	8557	"         "	" "	"       "	9.7	0.06	9.05	0.11	0.41	"SSFRLIKE"	-1.32	0.2	"FUV+WISE4"	-0.58	" "	33.51505	27.87717
1190	8678	"         "	" "	"       "	25.4	0.12	9.67	0.1	0.34	"SSFRLIKE"	-0.44	0.2	"NUV+WISE4"	-0.12	" "	34.06297	28.59966
1727	11592	"         "	" "	"       "	61.1	0.1	9.9	0.1	0.31	"SSFRLIKE"	-0.09	0.2	"FUV+WISE4"	0.09	" "	46.23097	21.37662
1733	11628	"         "	" "	"       "	61.7	0.1	10.14	0.1	0.38	"SSFRLIKE"	-0.11	0.2	"FUV+WISE4"	-0.09	" "	46.44492	22.20343
1668	11329	"NGC1156  "	" "	"       "	4.5	0.12	8.4	0.11	0.2	"SSFRLIKE"	-1.01	0.2	"FUV+WISE4"	0.16	"S"	44.92855	25.24121
1694	11453	"         "	" "	"       "	33.1	0.12	9.78	0.14	0.4	"SSFRLIKE"	-0.57	0.2	"FUV+WISE4"	-0.31	"S"	45.53622	29.10839
2101	13438	"         "	" "	"       "	61.1	0.1	9.54	0.41	0.23	"SSFRLIKE"	-0.13	0.2	"FUV+WISE4"	0.29	" "	54.7342	30.25586
1832	12184	"         "	" "	"       "	61.7	0.1	10.49	0.1	0.27	"SSFRLIKE"	0.65	0.2	"FUV+WISE4"	0.44	" "	49.24478	31.56729
1836	12196	"         "	" "	"       "	60.5	0.1	9.85	0.1	0.23	"SSFRLIKE"	0.22	0.2	"FUV+WISE4"	0.42	" "	49.27837	31.58339
1417	9888	"         "	" "	"       "	14.7	0.12	9.39	0.19	0.41	"SSFRLIKE"	-0.99	0.2	"FUV+WISE4"	-0.47	"S"	39.0673	25.42382
1359	9579	"         "	" "	"       "	67.1	0.09	10.06	0.1	0.32	"SSFRLIKE"	0.03	0.21	"FUV+WISE4"	0.1	"S"	37.76736	27.69948
1370	9682	"         "	" "	"       "	67.6	0.09	10.97	0.1	0.5	"SSFRLIKE"	-2.33	0.71	"FUV+WISE4"		"S"	38.16594	28.07001
1451	10029	"         "	" "	"       "	57.5	0.21	10.6	0.1	0.44	"SSFRLIKE"	0.12	0.2	"NUV+WISE4"	-0.16	" "	39.71586	27.84725
1508	10272	"NGC1056  "	" "	"       "	21.7	0.12	9.84	0.1	0.23	"W4W1    "	-0.08	0.2	"WISE4    "		" "	40.70121	28.57407
15101	1845823	"         "	" "	"       "	66.5	0.1	9.42	0.11	0.5	"FIXEDUL "			"WISE4    "		" "	39.17333	28.78489
1534	10407	"         "	" "	"       "	13.2	0.5	7.51	0.14	0.23	"SSFRLIKE"	-2.13	0.2	"FUV+WISE4"	-0.38	" "	41.24074	30.37829
1463	10051	"NGC1012  "	" "	"       "	24.7	0.12	9.75	0.1	0.2	"W4W1    "	-0.03	0.2	"WISE4    "		"S"	39.81235	30.15167
1480	10126	"         "	" "	"       "	68.1	0.18	9.23	0.1	0.27	"W4W1    "	-0.87	0.2	"WISE4    "		" "	40.11519	30.0797
1329	9447	"         "	" "	"       "	24.7	0.12	8.64	0.12	0.5	"FIXEDUL "			"WISE4    "		" "	37.245	28.14583
1339	9495	"         "	" "	"       "	68.2	0.09	10.01	0.15	0.35	"SSFRLIKE"	-0.12	0.2	"FUV+WISE4"	-0.02	"S"	37.42325	28.57714
1343	9516	"         "	" "	"       "	67.1	0.09	10.27	0.1	0.34	"SSFRLIKE"	0.16	0.2	"FUV+WISE4"	0.09	" "	37.49999	28.63379
1252	9022	"         "	" "	"       "	70.0	0.09	9.43	0.1	0.23	"SSFRLIKE"	-0.19	0.2	"FUV+WISE4"	0.29	" "	35.5973	28.7159
1249	9011	"         "	" "	"       "	70.0	0.09	9.41	0.1	0.2	"SSFRLIKE"	-0.04	0.2	"FUV+WISE4"	0.46	" "	35.55205	28.73475
1389	9788	"         "	" "	"       "	21.7	0.12	10.42	0.1	0.26	"SSFRLIKE"	0.63	0.2	"NUV+WISE4"	0.46	" "	38.55566	29.31128
1361	9586	"         "	" "	"       "	69.4	0.09	11.01	0.1	0.5	"SSFRLIKE"	-0.9	0.21	"FUV+WISE4"		"S"	37.79082	29.58878
1396	9808	"         "	" "	"       "	24.7	0.12	8.7	0.12	0.38	"W4W1    "	-1.82	0.22	"WISE4    "		"S"	38.62212	29.74983
1341	9505	"         "	" "	"       "	67.6	0.09	9.6	0.11	0.39	"SSFRLIKE"	-0.71	0.2	"FUV+WISE4"	-0.34	" "	37.45748	29.74168
1226	8882	"         "	" "	"       "	73.0	0.09	10.56	0.15	0.39	"SSFRLIKE"	0.26	0.2	"NUV+WISE4"	0.0	"S"	34.96964	29.03622
1215	8821	"         "	" "	"       "	69.4	0.09	9.33	0.12	0.28	"SSFRLIKE"	-0.54	0.2	"FUV+WISE4"	0.02	"S"	34.68396	30.50233
1238	8968	"         "	" "	"       "	70.0	0.09	9.38	0.1	0.24	"SSFRLIKE"	-0.32	0.2	"FUV+WISE4"	0.2	" "	35.38554	31.04181
1316	9403	"         "	" "	"       "	41.6	0.15	8.93	0.32	0.23	"W4W1    "	-0.97	0.2	"WISE4    "		" "	37.07344	30.69453
1269	9145	"         "	" "	"       "	70.0	0.09	8.75	0.51	0.21	"SSFRLIKE"	-0.79	0.2	"FUV+WISE4"	0.14	" "	36.1725	30.81567
1315	9399	"         "	" "	"       "	61.7	0.3	11.0	0.1	0.28	"SSFRLIKE"	1.15	0.2	"FUV+WISE4"	0.6	" "	37.06029	31.31152
1309	9375	"         "	" "	"       "	9.7	0.68	7.75	0.17	0.25	"W4W1    "	-2.24	0.2	"WISE4    "		"S"	36.95762	31.72581
1266	9134	"         "	" "	"       "	70.6	0.09	9.97	0.1	0.27	"SSFRLIKE"	0.17	0.2	"FUV+WISE4"	0.3	"S"	36.13163	31.61519
15114	1963480	"         "	" "	"       "	71.8	0.09	9.95	0.1	0.5	"SSFRLIKE"	-1.29	0.23	"FUV+WISE4"		" "	35.77666	31.76889
1292	9296	"         "	" "	"       "	70.6	0.09	9.49	0.1	0.34	"SSFRLIKE"	-0.6	0.2	"FUV+WISE4"	-0.15	" "	36.66838	31.6843
1296	9308	"         "	" "	"       "	73.6	0.09	9.65	0.66	0.3	"SSFRLIKE"	-0.3	0.2	"FUV+WISE4"	0.05	" "	36.72582	32.09595
1422	9902	"         "	" "	"       "	71.8	0.09	10.26	0.2	0.42	"SSFRLIKE"	-0.15	0.2	"FUV+WISE4"	-0.21	"S"	39.13379	31.59754
1419	9895	"         "	" "	"       "	71.8	0.09	10.25	0.1	0.27	"SSFRLIKE"	0.43	0.2	"FUV+WISE4"	0.37	"S"	39.09895	31.7114
1519	10319	"         "	" "	"       "	69.4	0.09	10.35	0.25	0.33	"SSFRLIKE"	0.27	0.2	"FUV+WISE4"	0.15	"S"	40.88605	31.79
1532	10370	"         "	" "	"       "	74.8	0.09	10.49	0.1	0.5	"SSFRLIKE"	-0.67	0.2	"FUV+WISE4"		" "	41.10496	32.35002
1495	10218	"         "	" "	"       "	64.9	0.08	9.54	0.1	0.38	"SSFRLIKE"	-0.73	0.2	"FUV+WISE4"	-0.31	" "	40.47947	32.0882
1486	10170	"         "	" "	"       "	65.3	0.1	9.52	0.12	0.22	"SSFRLIKE"	-0.08	0.2	"FUV+WISE4"	0.35	" "	40.25215	32.18064
1521	10325	"         "	" "	"       "	72.4	0.09	10.68	0.1	0.5	"FIXEDUL "			"FUV+WISE4"		"S"	40.88729	32.25288
1526	10337	"         "	" "	"       "	59.9	0.11	9.58	0.11	0.27	"SSFRLIKE"	-0.22	0.2	"FUV+WISE4"	0.17	" "	40.95458	32.38972
1512	10302	"NGC1060  "	" "	"       "	75.4	0.08	11.62	0.1	0.5	"SSFRLIKE"	-1.44	0.82	"FUV+WISE4"		"S"	40.81269	32.42501
1513	10303	"NGC1061  "	" "	"       "	59.3	0.11	10.22	0.1	0.26	"SSFRLIKE"	0.47	0.2	"FUV+WISE4"	0.43	"S"	40.81564	32.46667
1527	10338	"NGC1066  "	" "	"       "	64.1	0.1	11.13	0.1	0.5	"FIXEDUL "			"FUV+WISE4"		"S"	40.95802	32.47493
1525	10331	"         "	" "	"       "	61.2	0.08	10.17	0.1	0.34	"SSFRLIKE"	0.08	0.2	"FUV+WISE4"	0.08	" "	40.93398	32.49592
1528	10339	"NGC1067  "	" "	"       "	66.5	0.09	10.3	0.1	0.32	"SSFRLIKE"	0.27	0.2	"FUV+WISE4"	0.18	" "	40.96055	32.51197
1547	10512	"         "	" "	"       "	70.6	0.09	10.38	0.1	0.45	"SSFRLIKE"	-0.14	0.2	"FUV+WISE4"	-0.28	" "	41.64883	32.44936
1538	10419	"         "	" "	"       "	73.6	0.09	10.6	0.1	0.5	"SSFRLIKE"	-0.9	0.2	"FUV+WISE4"		"S"	41.30274	32.28411
1537	10417	"         "	" "	"       "	72.4	0.09	10.74	0.1	0.5	"SSFRLIKE"	-0.33	0.2	"FUV+WISE4"		"S"	41.29032	32.98972
1475	10112	"         "	" "	"       "	65.9	0.1	10.34	0.1	0.31	"SSFRLIKE"	0.34	0.2	"FUV+WISE4"	0.22	" "	40.07982	32.2623
1530	10343	"         "	" "	"       "	69.4	0.09	9.81	0.16	0.33	"SSFRLIKE"	-0.26	0.2	"FUV+WISE4"	-0.03	"S"	40.9684	33.34876
1352	9550	"         "	" "	"       "	69.5	0.08	10.76	0.1	0.36	"SSFRLIKE"	0.58	0.2	"FUV+WISE4"	0.19	" "	37.64036	32.17629
1391	9794	"         "	" "	"IC1815 "	70.6	0.09	10.95	0.1	0.5	"SSFRLIKE"	-1.07	0.23	"FUV+WISE4"		" "	38.58328	32.42943
14353	213027	"         "	" "	"       "	71.8	0.09	10.07	0.11	0.5	"SSFRLIKE"	-0.9	0.21	"FUV+WISE4"	-0.83	" "	38.61039	32.42361
1392	9795	"         "	" "	"       "	68.7	0.07	11.34	0.12	0.5	"SSFRLIKE"	0.57	0.2	"FUV+WISE4"	-0.21	" "	38.58375	32.50556
1421	9901	"         "	" "	"       "	68.8	0.09	10.51	0.13	0.5	"SSFRLIKE"	-1.27	0.24	"FUV+WISE4"		"S"	39.12614	32.71531
1401	9821	"         "	" "	"       "	70.0	0.09	11.17	0.1	0.5	"SSFRLIKE"	-0.13	0.2	"FUV+WISE4"		" "	38.69569	32.84619
1395	9802	"         "	" "	"       "	66.5	0.1	11.06	0.1	0.5	"SSFRLIKE"	0.36	0.2	"FUV+WISE4"	-0.23	"S"	38.60748	32.95445
1388	9781	"         "	" "	"       "	66.5	0.09	11.06	0.1	0.5	"SSFRLIKE"	-0.32	0.2	"FUV+WISE4"		" "	38.533	32.94728
1345	9526	"         "	" "	"       "	46.9	0.13	9.51	0.11	0.37	"SSFRLIKE"	-0.7	0.2	"FUV+WISE4"	-0.26	" "	37.5612	33.13236
1423	9911	"         "	" "	"       "	66.5	0.09	11.11	0.1	0.5	"SSFRLIKE"	0.09	0.2	"FUV+WISE4"		" "	39.20671	33.32726
1448	10017	"         "	" "	"       "	67.6	0.09	9.87	0.66	0.38	"SSFRLIKE"	-0.39	0.22	"FUV+WISE4"	-0.19	"S"	39.66815	33.44561
1430	9941	"         "	" "	"       "	64.7	0.1	9.36	0.18	0.26	"SSFRLIKE"	-0.43	0.2	"FUV+WISE4"	0.11	" "	39.37783	33.63172
1439	9972	"         "	" "	"       "	54.6	0.12	10.02	0.1	0.37	"SSFRLIKE"	-0.19	0.2	"FUV+WISE4"	-0.09	"S"	39.49341	34.2411
1397	9811	"         "	" "	"       "	65.3	0.1	10.13	0.27	0.39	"SSFRLIKE"	-0.18	0.2	"FUV+WISE4"	-0.16	"S"	38.63737	33.94192
1390	9789	"         "	" "	"       "	49.3	0.13	10.34	0.1	0.5	"FIXEDUL "			"WISE4    "		"S"	38.55866	34.46751
1387	9779	"         "	" "	"       "	53.4	0.12	10.7	0.1	0.5	"SSFRLIKE"	-0.94	0.2	"FUV+WISE4"		" "	38.52589	34.47986
1398	9816	"         "	" "	"       "	46.2	0.25	9.92	0.1	0.3	"SSFRLIKE"	-0.04	0.2	"FUV+WISE4"	0.13	" "	38.65344	34.86941
1435	9958	"         "	" "	"       "	72.4	0.09	10.4	0.11	0.2	"SSFRLIKE"	0.99	0.2	"FUV+WISE4"	0.84	" "	39.4167	34.4316
1453	10034	"NGC1002  "	" "	"       "	69.4	0.09	10.69	0.1	0.41	"SSFRLIKE"	0.3	0.2	"FUV+WISE4"	-0.04	"S"	39.7318	34.62227
1652	11242	"         "	" "	"       "	52.8	0.12	9.92	0.1	0.32	"SSFRLIKE"	-0.11	0.2	"NUV+WISE4"	0.06	"S"	44.57831	32.33586
1626	11103	"         "	" "	"       "	66.5	0.1	10.27	0.1	0.5	"SSFRLIKE"	-0.79	0.2	"NUV+WISE4"		"S"	44.07597	31.89712
1618	11065	"         "	" "	"       "	23.9	0.12	8.93	0.1	0.39	"SSFRLIKE"	-1.36	0.2	"FUV+WISE4"	-0.54	" "	43.9433	33.76648
1664	11290	"         "	" "	"       "	57.0	0.11	9.13	0.1	0.2	"SSFRLIKE"	-0.29	0.2	"FUV+WISE4"	0.39	" "	44.77214	33.9141
1691	11425	"NGC1167  "	" "	"       "	73.0	0.09	11.35	0.1	0.5	"SSFRLIKE"	-0.05	0.2	"FUV+WISE4"		" "	45.42638	35.20564
1678	11370	"         "	" "	"       "	74.8	0.08	10.76	0.1	0.5	"SSFRLIKE"	-0.74	0.21	"FUV+WISE4"		"S"	45.15594	35.16916
13582	90660	"         "	" "	"       "	67.1	0.09	9.49	0.11	0.46	"SSFRLIKE"	-1.05	0.21	"FUV+WISE4"	-0.6	" "	47.90272	35.02724
1825	12159	"         "	" "	"       "	65.3	0.1	10.17	0.38	0.29	"SSFRLIKE"	0.25	0.2	"FUV+WISE4"	0.25	"S"	49.12011	35.0663
1677	11369	"         "	" "	"       "	73.0	0.09	10.27	0.2	0.5	"SSFRLIKE"	-0.43	0.2	"FUV+WISE4"	-0.5	"S"	45.1543	35.62901
1739	11652	"         "	" "	"IC1874 "	72.4	0.09	10.68	0.1	0.39	"SSFRLIKE"	0.37	0.2	"FUV+WISE4"	0.04	" "	46.59146	36.01461
1749	11679	"         "	" "	"       "	65.5	0.26	10.62	0.1	0.5	"SSFRLIKE"	-0.35	0.2	"FUV+WISE4"	-0.64	"S"	46.75247	36.16764
1756	11740	"         "	" "	"       "	59.3	0.11	9.96	0.1	0.36	"SSFRLIKE"	-0.22	0.2	"FUV+WISE4"	-0.08	" "	47.06545	36.44966
1732	11625	"         "	" "	"       "	73.6	0.09	11.03	0.11	0.27	"SSFRLIKE"	1.2	0.2	"FUV+WISE4"	0.63	"S"	46.43062	36.78621
1558	10606	"NGC1093  "	" "	"       "	77.8	0.08	10.65	0.1	0.41	"SSFRLIKE"	0.26	0.2	"FUV+WISE4"	-0.06	" "	42.06719	34.41981
1645	11210	"         "	" "	"       "	71.2	0.09	10.49	0.23	0.49	"SSFRLIKE"	-0.16	0.2	"FUV+WISE4"	-0.38	" "	44.51405	35.25784
1502	10257	"NGC1050  "	" "	"       "	57.5	0.11	10.36	0.1	0.2	"SSFRLIKE"	1.04	0.2	"FUV+WISE4"	0.92	" "	40.64824	34.76346
1501	10256	"         "	" "	"       "	52.8	0.12	9.86	0.1	0.37	"SSFRLIKE"	-0.36	0.2	"NUV+WISE4"	-0.16	" "	40.63946	35.20232
1539	10421	"         "	" "	"       "	73.6	0.09	9.96	0.33	0.33	"SSFRLIKE"	-0.1	0.2	"NUV+WISE4"	0.04	" "	41.30923	35.18871
1489	10182	"         "	" "	"       "	46.3	0.14	9.11	0.71	0.34	"SSFRLIKE"	-0.99	0.2	"FUV+WISE4"	-0.29	" "	40.29121	35.85806
1473	10080	"         "	" "	"       "	41.1	0.15	9.72	0.14	0.32	"SSFRLIKE"	-0.29	0.2	"FUV+WISE4"	0.0	" "	39.90239	36.08129
1588	10873	"         "	" "	"       "	50.5	0.13	9.96	0.1	0.31	"SSFRLIKE"	-0.01	0.2	"NUV+WISE4"	0.12	"S"	43.09458	36.73511
1581	10810	"         "	" "	"       "	73.6	0.09	10.86	0.1	0.5	"SSFRLIKE"	-1.31	0.42	"NUV+WISE4"		" "	42.74862	37.46663
1670	11341	"         "	" "	"       "	52.8	0.12	10.33	0.1	0.2	"SSFRLIKE"	1.22	0.2	"FUV+WISE4"	1.11	"A"	44.99415	36.8205
1689	11414	"         "	" "	"       "	72.4	0.09	11.08	0.11	0.5	"SSFRLIKE"	-0.46	0.37	"NUV+WISE4"		"S"	45.3768	37.76593
1755	11715	"         "	" "	"       "	67.6	0.09	9.85	0.13	0.25	"SSFRLIKE"	0.12	0.2	"NUV+WISE4"	0.33	" "	46.94275	38.3719
1785	11875	"         "	" "	"       "	51.1	0.12	9.34	0.15	0.31	"SSFRLIKE"	-0.64	0.2	"FUV+WISE4"	-0.09	"S"	47.74748	38.6591
1765	11789	"NGC1213  "	" "	"IC1881 "	51.1	0.12	9.98	0.1	0.4	"SSFRLIKE"	-0.37	0.2	"FUV+WISE4"	-0.25	"S"	47.32212	38.64937
1671	11344	"         "	" "	"       "	72.4	0.09	9.94	0.1	0.23	"SSFRLIKE"	0.29	0.2	"NUV+WISE4"	0.44	"S"	45.02404	39.49846
1679	11371	"         "	" "	"       "	38.0	0.12	9.82	0.17	0.46	"W4W1    "	-0.97	0.2	"WISE4    "		" "	45.15604	40.25124
1686	11399	"         "	" "	"       "	55.2	0.11	9.22	0.1	0.2	"W4W1    "	-0.5	0.2	"WISE4    "		" "	45.29231	41.3963
2454	15109	"         "	" "	"       "	19.5	0.32	9.76	0.1	0.5	"SSFRLIKE"	-1.32	0.2	"FUV+WISE4"		" "	66.67381	20.40781
15062	1671876	"         "	" "	"       "	69.4	0.09	10.4	0.1	0.5	"FIXEDUL "			"WISE4    "		" "	69.34691	22.54173
2466	15179	"         "	" "	"       "	31.0	0.12	9.76	0.15	0.2	"SSFRLIKE"	0.39	0.2	"NUV+WISE4"	0.66	"S"	67.04017	21.6554
2670	16009	"         "	" "	"       "	54.6	0.12	10.1	0.1	0.2	"SSFRLIKE"	0.92	0.2	"NUV+WISE4"	0.97	"S"	71.86408	23.98371
13457	86267	"         "	" "	"       "	71.2	0.09	9.95	0.1	0.2	"W4W1    "	0.29	0.2	"WISE4    "		" "	69.08559	24.81672
2369	14693	"         "	" "	"       "	55.2	0.1	10.72	0.1	0.48	"SSFRLIKE"	0.09	0.2	"NUV+WISE4"	-0.28	"S"	63.41168	25.48285
2403	14853	"         "	" "	"       "	49.4	0.09	9.69	0.26	0.33	"SSFRLIKE"	-0.36	0.2	"FUV+WISE4"	-0.04	" "	64.7748	26.17998
15084	1767757	"         "	" "	"       "	45.2	0.14	9.66	0.26	0.5	"FIXEDUL "			"WISE4    "		"S"	72.7449	26.22047
2774	16360	"         "	" "	"       "	53.8	0.11	10.7	0.11	0.47	"SSFRLIKE"	0.11	0.2	"FUV+WISE4"	-0.25	"S"	74.06196	30.05228
13458	86269	"         "	" "	"       "	46.1	0.12	10.67	0.1	0.5	"SSFRLIKE"	-0.05	0.2	"NUV+WISE4"	-0.38	" "	71.03755	28.21688
13975	143013	"         "	" "	"       "	48.1	0.13	9.35	0.13	0.2	"SSFRLIKE"	0.53	0.2	"FUV+WISE4"	1.07	"S"	73.16967	32.85802
2367	14687	"         "	" "	"       "	57.5	0.11	10.5	0.1	0.33	"SSFRLIKE"	0.45	0.2	"FUV+WISE4"	0.23	" "	63.38973	27.54155
2368	14688	"         "	" "	"       "	58.7	0.11	9.97	0.12	0.2	"SSFRLIKE"	0.91	0.2	"FUV+WISE4"	1.04	"S"	63.40508	27.58322
2357	14653	"         "	" "	"       "	56.4	0.11	11.02	0.1	0.33	"SSFRLIKE"	0.95	0.2	"FUV+WISE4"	0.39	"S"	63.11802	27.70191
2354	14637	"         "	" "	"       "	54.0	0.12	10.02	0.1	0.2	"SSFRLIKE"	0.63	0.2	"FUV+WISE4"	0.72	" "	63.03791	27.93028
15102	1860657	"         "	" "	"       "	73.0	0.09	9.88	0.1	0.2	"SSFRLIKE"	0.63	0.2	"FUV+WISE4"	0.82	" "	62.54318	29.25701
13456	86266	"         "	" "	"       "	66.2	0.09	9.88	0.11	0.22	"W4W1    "	-0.01	0.2	"WISE4    "		" "	63.19147	29.77005
15105	1885836	"         "	" "	"       "	70.6	0.09	10.53	0.1	0.5	"W4W1    "	-0.44	0.2	"WISE4    "		"S"	63.15551	29.98984
15103	1882530	"         "	" "	"       "	57.0	0.11	10.07	0.1	0.48	"SSFRLIKE"	-0.57	0.2	"FUV+WISE4"	-0.51	" "	60.50002	29.90424
15106	1896814	"         "	" "	"       "	70.0	0.09	10.72	0.1	0.5	"FIXEDUL "			"FUV+WISE4"		" "	61.92482	30.26274
15107	1904961	"         "	" "	"       "	68.2	0.09	10.06	0.1	0.37	"SSFRLIKE"	-0.14	0.2	"FUV+WISE4"	-0.08	"S"	61.62414	30.46647
15109	1929516	"         "	" "	"       "	68.2	0.09	10.67	0.1	0.5	"SSFRLIKE"	-0.02	0.2	"FUV+WISE4"	-0.35	" "	61.55267	31.05229
2317	14435	"         "	" "	"       "	72.4	0.09	10.63	0.11	0.5	"SSFRLIKE"	-0.39	0.2	"FUV+WISE4"		"S"	61.27607	31.02631
2323	14468	"         "	" "	"       "	63.3	0.08	10.25	0.1	0.34	"SSFRLIKE"	0.15	0.2	"FUV+WISE4"	0.09	" "	61.61848	31.28268
13587	90701	"         "	" "	"       "	70.6	0.09	9.4	0.53	0.5	"W4W1    "	-2.27	0.63	"WISE4    "		" "	61.99125	33.43278
2455	15147	"         "	" "	"       "	31.7	0.2	10.32	0.11	0.43	"SSFRLIKE"	-0.13	0.2	"FUV+WISE4"	-0.23	"A,S"	66.875	30.94778
2440	15047	"         "	" "	"       "	76.5	0.18	10.83	0.1	0.27	"W4W1    "	0.74	0.2	"WISE4    "		"S"	66.14582	33.87502
13730	97055	"         "	" "	"       "	43.4	0.15	10.06	0.1	0.5	"SSFRLIKE"	-0.87	0.2	"FUV+WISE4"	-0.8	" "	69.95567	36.83413
2422	14937	"         "	" "	"       "	36.4	0.17	9.9	0.1	0.35	"W4W1    "	-0.49	0.2	"WISE4    "		"S"	65.3333	36.76005
2472	15197	"         "	" "	"       "	62.3	0.1	10.4	0.27	0.24	"SSFRLIKE"	0.69	0.2	"FUV+WISE4"	0.54	"S"	67.10981	39.62583
3152	18033	"         "	" "	"       "	64.7	0.1	9.51	0.17	0.3	"SSFRLIKE"	-0.44	0.2	"FUV+WISE4"	-0.01	" "	88.05242	41.78581
3172	18134	"         "	" "	"       "	53.4	0.12	9.47	0.2	0.2	"SSFRLIKE"	0.0	0.2	"NUV+WISE4"	0.46	"S"	89.33602	43.24055
15180	2210503	"         "	" "	"       "	55.2	0.11	10.47	0.13	0.5	"FIXEDUL "			"NUV+WISE4"		" "	83.21464	42.98935
2797	16426	"         "	" "	"       "	43.4	0.15	9.84	0.18	0.5	"FIXEDUL "			"NUV+WISE4"		"S"	74.52574	41.17167
2709	16158	"         "	" "	"       "	45.8	0.16	10.15	0.1	0.24	"SSFRLIKE"	0.46	0.2	"NUV+WISE4"	0.48	"S"	72.79954	42.89903
2976	17128	"         "	" "	"       "	55.8	0.11	10.31	0.1	0.2	"SSFRLIKE"	0.89	0.2	"NUV+WISE4"	0.8	"S"	80.05897	43.30595
3137	17968	"         "	" "	"       "	49.9	0.13	9.73	0.11	0.33	"SSFRLIKE"	-0.33	0.2	"FUV+WISE4"	-0.04	"S"	87.60529	49.71332
3162	18089	"         "	" "	"       "	68.7	0.24	10.88	0.11	0.37	"W4W1    "	0.41	0.2	"WISE4    "		"S"	88.85548	51.91065
13737	97109	"         "	" "	"       "	73.7	0.82	10.15	0.1	0.23	"W4W1    "	0.23	0.2	"WISE4    "		"S"	85.39517	50.98343
2247	14033	"         "	" "	"       "	59.3	0.11	9.92	0.1	0.21	"W4W1    "	0.08	0.2	"WISE4    "		" "	58.3173	32.29881
2248	14034	"         "	" "	"       "	59.3	0.11	10.0	0.1	0.2	"W4W1    "	0.24	0.2	"WISE4    "		" "	58.33002	32.33008
2250	14039	"NGC1465  "	" "	"       "	61.1	0.1	10.95	0.1	0.5	"FIXEDUL "			"WISE4    "		" "	58.38296	32.49271
15121	2023632	"         "	" "	"       "	61.7	0.1	11.06	0.1	0.5	"W4W1    "	-0.79	0.2	"WISE4    "		" "	57.00318	33.11159
2244	14017	"         "	" "	"       "	62.9	0.1	9.31	0.11	0.31	"SSFRLIKE"	-0.7	0.2	"NUV+WISE4"	-0.13	" "	58.14858	34.68378
2296	14276	"         "	" "	"       "	63.4	0.08	10.14	0.23	0.3	"W4W1    "	-0.05	0.2	"WISE4    "		" "	60.2005	35.01194
2235	13969	"         "	" "	"       "	56.4	0.11	9.45	0.1	0.27	"SSFRLIKE"	-0.38	0.2	"NUV+WISE4"	0.09	"S"	57.766	36.89589
2007	13073	"         "	" "	"       "	65.9	0.1	10.16	0.1	0.2	"SSFRLIKE"	0.67	0.2	"NUV+WISE4"	0.67	" "	52.8263	35.46636
1984	12946	"         "	" "	"       "	69.4	0.09	10.68	0.1	0.5	"SSFRLIKE"	-0.66	0.2	"FUV+WISE4"		"S"	52.19417	36.55628
1974	12905	"         "	" "	"       "	65.9	0.1	10.64	0.1	0.5	"SSFRLIKE"	-1.17	0.21	"FUV+WISE4"		" "	51.96368	36.38979
1983	12939	"         "	" "	"       "	70.6	0.09	10.51	0.1	0.5	"SSFRLIKE"	-0.17	0.2	"FUV+WISE4"	-0.4	" "	52.12614	36.68359
1981	12928	"         "	" "	"       "	70.0	0.09	10.61	0.1	0.5	"SSFRLIKE"	-0.79	0.2	"FUV+WISE4"		" "	52.13135	36.77635
2026	13158	"         "	" "	"       "	66.5	0.1	10.28	0.11	0.46	"W4W1    "	-0.53	0.2	"WISE4    "		"S"	53.30497	36.18439
2049	13243	"         "	" "	"       "	67.1	0.1	10.93	0.1	0.5	"W4W1    "	-0.64	0.2	"WISE4    "		"S"	53.6973	36.20981
2001	13022	"         "	" "	"       "	69.4	0.09	10.77	0.1	0.5	"FIXEDUL "			"WISE4    "		"S"	52.62237	36.94771
2096	13428	"         "	" "	"       "	73.0	0.09	10.57	0.1	0.47	"W4W1    "	-0.27	0.2	"WISE4    "		" "	54.67202	38.02247
2113	13474	"         "	" "	"       "	73.0	0.09	9.94	0.17	0.29	"SSFRLIKE"	0.04	0.2	"FUV+WISE4"	0.19	"S"	54.90458	38.68986
2144	13579	"         "	" "	"       "	68.8	0.09	10.64	0.1	0.5	"SSFRLIKE"	-1.86	0.36	"FUV+WISE4"		"S"	55.43546	39.97624
2172	13704	"         "	" "	"       "	72.4	0.09	10.46	0.12	0.26	"SSFRLIKE"	0.67	0.2	"FUV+WISE4"	0.48	"S"	55.97701	40.01573
15140	2159993	"         "	" "	"       "	69.4	0.09	10.24	0.22	0.5	"FIXEDUL "			"FUV+WISE4"		"S"	55.1189	40.06321
