galaxy,source,R_m,R_kpc,g_dm,sigma_gdm,rho_dm,sigma_rho_dm,M_dm_enc,cs2,sigma_cs2,xi_eff,X_TF,g_star,log_gbar,env_dense,logMh,sigma_log_gobs,T
012-097,Catinella2005,3.7566874778e+20,12.173323,1.0833207466244771e-10,2.954586360998313e-11,4.781088429084625e-22,1.2011932134366947e-22,2.29076739195256e+41,18223444135.34419,4975746088.990725,3.569381549359705e+20,1.052475737281125,5.1054906524670105e-11,-10.699318,field,11.0,0.1,
012-097,Catinella2005,4.3726975161999996e+20,14.169467,9.78263170798621e-11,2.6253528949151597e-11,3.3774516472839806e-22,8.33976544354679e-23,2.802646820888869e+41,18201591280.55136,4889472518.499721,3.948086549478991e+20,1.1075485457067913,4.610231070783728e-11,-10.790718,field,11.0,0.1,
012-097,Catinella2005,4.988707246e+20,16.16561,8.822472231213939e-11,2.337021397169291e-11,2.465565995438216e-22,5.999239652944172e-23,3.2898805932235112e+41,18082424990.449543,4793962729.253825,4.277524895619517e+20,1.1662602480955244,4.2273102861346765e-11,-10.877102,field,11.0,0.1,
012-097,Catinella2005,5.6047169758e+20,18.161753,7.972109752170699e-11,2.088924236133854e-11,1.855979866777801e-22,4.463650359532119e-23,3.752273101478799e+41,18177003509.406574,4766340565.688506,4.568248267413297e+20,1.226885372185253,3.978987665593541e-11,-10.958618,field,11.0,0.1,
012-097,Catinella2005,6.2207267056e+20,20.157896,7.228990100875198e-11,1.8767424988011755e-11,1.4308145561053984e-22,3.40308114364262e-23,4.191540546603835e+41,18725795725.52006,4864168087.170361,4.8282451615497244e+20,1.2884032391601528,3.8783854379734175e-11,-11.035458,field,11.0,0.1,
012-097,Catinella2005,6.836736744e+20,22.15404,6.582265048997738e-11,1.6952458453618562e-11,1.152811177707805e-22,2.724151136959802e-23,4.60985089337969e+41,18263766720.19114,4705993848.873568,5.063442904982081e+20,1.3502150359537222,3.606985812404608e-11,-11.107853,field,11.0,0.1,
012-100,Catinella2005,4.348238806e+19,1.409021,1.72658374433049e-10,6.399494773319897e-11,3.2577088714912224e-20,9.043032130151742e-21,4.8913441522203767e+39,7312268718.783535,2710338700.9189215,5.215747858802129e+19,0.8336750402268555,1.401959779639904e-10,-9.977703,field,11.0,0.1,
012-100,Catinella2005,1.0834183757999999e+20,3.510753,2.580216784825672e-10,7.574268366592829e-11,5.032741171403705e-21,1.3889503200516386e-21,4.537978024783705e+40,12053241436.863771,3538386300.6872873,1.5886699189732704e+20,0.6819656889457529,7.587001738318033e-11,-10.149203,field,11.0,0.1,
012-100,Catinella2005,1.732012871e+20,5.612485,2.2155539718707616e-10,6.229464119189132e-11,1.8852533525503924e-21,5.112338130636774e-22,9.95860167706495e+40,14040339897.118093,3947903936.254465,2.353432025658334e+20,0.7359519425743762,5.965899904498215e-11,-10.309921,field,11.0,0.1,
012-100,Catinella2005,2.3806076748e+20,7.714218,1.704931316078679e-10,4.7250639280487736e-11,8.3534367662232015e-22,2.243802741592247e-22,1.4477592365665525e+41,13528957363.186428,3751963978.0671406,2.8375965688185795e+20,0.8389521262323612,4.767752228012859e-11,-10.459498,field,11.0,0.1,
012-100,Catinella2005,3.02920217e+20,9.81595,1.2756954003976391e-10,3.518638810955556e-11,3.229460426802261e-22,8.781168177801383e-23,1.7539503922506837e+41,7052136767.44238,1957075869.7039003,3.1232815165411446e+20,0.969878044600561,2.2579254319835433e-11,-10.597859,field,11.0,0.1,
012-100,Catinella2005,3.6777966652e+20,11.917682,9.498075263964485e-11,2.6205152336565812e-11,1.0511284253778857e-22,3.010831724646985e-23,1.924973847890617e+41,3507497075.6241813,996940116.2879323,3.272012054381572e+20,1.1240168447041747,1.071969484625605e-11,-10.725224,field,11.0,0.1,
012-100,Catinella2005,4.326391469e+20,14.019415,7.075143153180631e-11,1.9603503235564393e-11,9.265074490384631e-24,4.8057384693541175e-24,1.9842694970031835e+41,2295217456.800927,660167274.834567,3.322024310441758e+20,1.3023358845994366,6.909092897323538e-12,-10.842075,field,11.0,0.1,
013-121,Catinella2005,3.946237930000001e+19,1.278755,9.190015463172402e-11,2.6710418258904013e-11,1.7815005862283208e-20,4.509332947378805e-21,2.1443544475331733e+39,3722574508.290715,1081966316.3648112,3.4534308524080316e+19,1.1427007224564352,1.0779351512699359e-10,-10.617952,field,11.0,0.1,
013-121,Catinella2005,1.0535869396000001e+20,3.414086,1.260958703746256e-10,3.2703233008810216e-11,2.466502058366734e-21,6.206814972997844e-22,2.0972751846475009e+40,5781146574.392415,1499386228.1602364,1.0800159945705056e+20,0.9755290152151722,5.3528342204704365e-11,-10.797717,field,11.0,0.1,
013-121,Catinella2005,1.7125500862e+20,5.549417,1.0659537740428676e-10,2.7036513647347422e-11,9.444771609048366e-22,2.344306917817733e-22,4.684235630240713e+40,7135347723.027867,1809894154.9857197,1.614068064349273e+20,1.0610147886733827,4.42072294262544e-11,-10.965664,field,11.0,0.1,
013-121,Catinella2005,2.3715135414e+20,7.684749,8.295376542907477e-11,2.0841918279036023e-11,4.489644277214013e-22,1.1020934282308024e-22,6.990385388550337e+40,7564476892.012866,1900741654.878513,1.971755395647597e+20,1.2027422603406177,3.836417493118315e-11,-11.12139,field,11.0,0.1,
013-121,Catinella2005,3.0304766880000003e+20,9.82008,6.397158961229263e-11,1.598135830954289e-11,2.1020146650271096e-22,5.1172668578853255e-23,8.802840548574405e+40,5913564497.753255,1477411827.062183,2.2126559798348222e+20,1.3696104209684823,2.6726090958770333e-11,-11.264835,field,11.0,0.1,
013-121,Catinella2005,3.6894398346e+20,11.955411,4.983543942489386e-11,1.2399571827560437e-11,1.0439246875615097e-22,2.521517885537084e-23,1.0164194211194794e+41,4689371317.129474,1166810035.1139543,2.3776008945558625e+20,1.5517490101252633,1.9723122277868473e-11,-11.396291,field,11.0,0.1,
013-121,Catinella2005,4.3484029812000005e+20,14.090742,3.936113706236922e-11,9.764470297996432e-12,5.365435418912037e-23,1.2892081117487514e-23,1.1151698086783114e+41,3783895387.2027407,938721854.5875801,2.4904222036833852e+20,1.7460505189716924,1.5193790762089584e-11,-11.516353,field,11.0,0.1,
013-121,Catinella2005,5.0073661277999995e+20,16.226073,3.147825693335082e-11,7.793107888608449e-12,2.569345639538278e-23,6.138072108500358e-24,1.182614414105243e+41,3129537855.4389377,774820603.2753952,2.5646261260559326e+20,1.952474115788834,1.2202705975906777e-11,-11.625842,field,11.0,0.1,
013-121,Catinella2005,5.6663292744e+20,18.361404,2.5422556363387836e-11,6.286771688170584e-12,1.408065746415102e-23,3.335889344290409e-24,1.2230286556329901e+41,2562338758.7025924,633675806.134629,2.608079313673598e+20,2.172606195176909,9.824619770069117e-12,-11.725716,field,11.0,0.1,
015-002,Catinella2005,5.461544166e+19,1.769781,4.143660469357541e-11,1.2817363134978875e-11,5.874275887648392e-21,1.5194031416291357e-21,1.851948306029539e+39,2365764711.6054378,731892169.8612944,3.2093487130622444e+19,1.7017609036285721,7.371479147705675e-11,-10.846841,field,11.0,0.1,
015-002,Catinella2005,1.2240202390000001e+20,3.966365,6.425721355092689e-11,1.7172980971392727e-11,1.350254101895076e-21,3.4262776472222747e-22,1.4424902430846002e+40,4245974275.3502097,1135002678.6289296,8.956924640721009e+19,1.366563065000254,4.74043764535728e-11,-10.986148,field,11.0,0.1,
015-002,Catinella2005,1.9018860614e+20,6.162949,6.594564305412516e-11,1.693724184049396e-11,7.28443210126135e-22,1.7988700268433435e-22,3.5741180795644516e+40,6926568727.123527,1779859254.5784655,1.4098955062643574e+20,1.348955332469436,4.9128241748043314e-11,-11.118509,field,11.0,0.1,
015-002,Catinella2005,2.5797521924e+20,8.359534,6.121772587500214e-11,1.5409682431214926e-11,4.552057327711842e-22,1.1051253426549807e-22,6.104456037611486e+40,9872618201.377422,2486958543.1068406,1.842578347384878e+20,1.400077340570822,5.358045271393407e-11,-11.243693,field,11.0,0.1,
015-002,Catinella2005,3.2576180148e+20,10.556118,5.519911038839282e-11,1.371152275392962e-11,3.009574023453541e-22,7.20361250645455e-23,8.777001896465084e+40,10077902893.520304,2504169144.5428014,2.2094062297558585e+20,1.474431442677687,4.5613625768738425e-11,-11.361583,field,11.0,0.1,
015-002,Catinella2005,3.9354838372e+20,12.752702,4.9550556391373887e-11,1.2185733857930487e-11,2.1337177826278223e-22,5.0740346638035734e-23,1.1498960955743358e+41,10233353326.407246,2517096583.8283896,2.5289007068064042e+20,1.5562033837895852,4.0465619305909124e-11,-11.472188,field,11.0,0.1,
015-003,Catinella2005,3.6072254e+19,1.1689,5.535640324076766e-11,1.488057416399801e-11,1.2272740665115463e-20,3.0113781659327676e-21,1.0792653213697795e+39,2153915397.680935,579009024.3925081,2.450002849457851e+19,1.4723351855685494,8.79148119422622e-11,-11.032962,field,11.0,0.1,
015-003,Catinella2005,1.047960853e+20,3.395855,7.616805655243051e-11,1.8937153030154478e-11,1.4879022678407472e-21,3.629350370394772e-22,1.2533627742070747e+40,3468965880.9748235,862480432.6313249,8.349123284841557e+19,1.2551747258333692,4.1548864025914966e-11,-11.216457,field,11.0,0.1,
015-003,Catinella2005,1.7351994746e+20,5.622811,6.421677873043007e-11,1.5729346830908713e-11,5.673570501034171e-22,1.3685672966380944e-22,2.897084277455668e+40,4437845764.693679,1087051662.7546332,1.2693548383509345e+20,1.3669932332351302,3.4961427889297267e-11,-11.387756,field,11.0,0.1,
015-003,Catinella2005,2.4224377875999998e+20,7.849766,5.0847132384048445e-11,1.2362311674991171e-11,3.0375272756888086e-22,7.25171228853909e-23,4.470802938139068e+40,7281003998.808616,1770459863.4884665,1.576867644232814e+20,1.5362340628014959,4.617384360341167e-11,-11.546421,field,11.0,0.1,
015-003,Catinella2005,3.1096764092000004e+20,10.076722,4.0551429061757094e-11,9.804866587448648e-12,1.8816705959919077e-22,4.47033979488302e-23,5.875574797766148e+40,12515232239.046947,3027939566.146603,1.8077054101883617e+20,1.7202340556562112,6.92326978085598e-11,-11.692383,field,11.0,0.1,
015-022,Catinella2005,4.381135566e+19,1.419681,4.217012763301502e-11,1.2486844076299213e-11,7.988929675679776e-21,2.045662318303207e-21,1.2128081221739056e+39,2058951271.7996407,609715743.3805256,2.597158929707076e+19,1.6868954440512935,7.927706110891959e-11,-10.918669,field,11.0,0.1,
015-022,Catinella2005,1.0894700217999999e+20,3.530363,6.628388615765593e-11,1.7331920516093985e-11,1.5066111286474513e-21,3.796739463132239e-22,1.1788331212096466e+40,3780701186.123837,988697946.3006619,8.097083966338943e+19,1.3455091071416894,4.6692132647270334e-11,-11.046352,field,11.0,0.1,
015-022,Catinella2005,1.740826487e+20,5.641045,6.620811473166942e-11,1.6807444610594497e-11,7.77188495256182e-22,1.9166854573248404e-22,3.006325434455951e+40,6256887300.375489,1588821427.7235355,1.293065348617998e+20,1.3462788163495063,4.838802081474632e-11,-11.168406,field,11.0,0.1,
015-022,Catinella2005,2.3921829522e+20,7.751727,6.04201642690174e-11,1.510785085105018e-11,4.841472714568758e-22,1.1768489783848096e-22,5.180652729097048e+40,9501759059.179943,2377259847.27612,1.6974411210700282e+20,1.4092877346414363,5.597695814739218e-11,-11.284632,field,11.0,0.1,
015-022,Catinella2005,3.0435394174e+20,9.862409,5.421644989883886e-11,1.34112941716111e-11,3.187983052081975e-22,7.649848519412168e-23,7.524934702260696e+40,9591909800.212812,2373849563.852841,2.045756058341428e+20,1.4877333028002921,4.688686982547341e-11,-11.394904,field,11.0,0.1,
015-022,Catinella2005,3.6948958826e+20,11.973091,4.8903595042287316e-11,1.1989986350631855e-11,2.286445394560942e-22,5.425832960248096e-23,1.000366164904526e+41,10600493235.778576,2600331016.2980947,2.358750337320733e+20,1.566463319215451,4.494114136648946e-11,-11.49918,field,11.0,0.1,
015-022,Catinella2005,4.3462523478e+20,14.083773,4.462495963365526e-11,1.0856996271914993e-11,1.754847294258508e-22,4.1271817554871273e-23,1.2630528133292388e+41,12216625230.707394,2973744964.496448,2.6504110492775986e+20,1.6398408650554877,4.609332289811115e-11,-11.597502,field,11.0,0.1,
015-022,Catinella2005,4.997608813e+20,16.194455,4.1228733053705704e-11,9.963402808918004e-12,1.4176697008164677e-22,3.3125798011743396e-23,1.5429018669077433e+41,13211239314.347864,3193864784.296831,2.9293524682288687e+20,1.7060455739631875,4.509952099528529e-11,-11.689992,field,11.0,0.1,
015-022,Catinella2005,5.6489652781999994e+20,18.305137,3.8524609415472056e-11,9.255538436561357e-12,1.1842850643130095e-22,2.753046810457746e-23,1.842000961718016e+41,13807483487.524212,3317901519.1181645,3.2007179427052034e+20,1.7649056803254493,4.313870742341736e-11,-11.776846,field,11.0,0.1,
015-022,Catinella2005,6.300321743399999e+20,20.415819,3.6350448067944276e-11,8.689077857750539e-12,9.814866053396304e-23,2.2760019069516453e-23,2.161966813141669e+41,14062184005.121597,3361775063.583021,3.467583994525523e+20,1.816919720862331,4.0553261369652146e-11,-11.858319,field,11.0,0.1,
015-044,Catinella2005,2.632987544e+19,0.853204,6.178209457980903e-11,1.8110760553285914e-11,2.36486369679972e-20,5.969153577286923e-21,6.4176205425347634e+38,2288738572.0695467,670944002.2994214,1.889250281215563e+19,1.3936679381124182,1.211453344655293e-10,-10.772835,field,11.0,0.1,
015-044,Catinella2005,1.0700692656e+20,3.467496,8.9621843016335e-11,2.2843397062120952e-11,1.5324608079752285e-21,3.810629018963039e-22,1.5376286035412673e+40,3958595281.4194007,1009054313.53718,9.247582251609704e+19,1.1571340881166379,4.28068134320226e-11,-11.018373,field,11.0,0.1,
015-044,Catinella2005,1.8768400854e+20,6.081789,6.851931321994961e-11,1.709730616244763e-11,5.635961285704173e-22,1.3665425163510538e-22,3.6164406314644007e+40,4918289861.0553255,1227395750.1334038,1.4182185061546231e+20,1.3233786452899206,3.467935187498606e-11,-11.241592,field,11.0,0.1,
015-044,Catinella2005,2.6836105965999997e+20,8.696081,5.3355234334510404e-11,1.3118032082110602e-11,3.0767812854280493e-22,7.309342358801254e-23,5.757445365674975e+40,10214928325.147648,2513186471.044593,1.7894410293560662e+20,1.499692111991923,5.7084464687967443e-11,-11.441813,field,11.0,0.1,
015-044,Catinella2005,3.4903811078e+20,11.310373,4.392363847288162e-11,1.0666690370405804e-11,1.913438957490072e-22,4.505697105662366e-23,8.017847738071824e+40,50537890089.230835,12530722077.206114,2.11169591805361e+20,1.6528805487378837,2.3932370971201463e-10,-11.61957,field,11.0,0.1,
016-013,Catinella2005,2.34017552e+19,0.75832,1.0636234977382895e-10,2.8804921014966842e-11,4.1689352432737866e-20,1.0509662531939222e-20,8.727675386667527e+38,3334202388.634918,902964936.3544027,2.2031890812074185e+19,1.0621764332262889,1.5133528107390892e-10,-10.727327,field,11.0,0.1,
016-013,Catinella2005,8.89882046e+19,2.88361,1.4690664289294269e-10,3.7015505843018796e-11,3.053916171146324e-21,7.670487384505397e-22,1.74309124418454e+40,5464807020.928855,1376949728.3447726,9.846061379932425e+19,0.9037949405979707,5.550246753556558e-11,-10.858561,field,11.0,0.1,
016-013,Catinella2005,1.5457465399999998e+20,5.0089,1.1357721207356865e-10,2.854070447663818e-11,1.1441981232007375e-21,2.860323465030365e-22,4.0661328864033747e+40,7478775430.216486,1879383912.4344108,1.5038110166023776e+20,1.0278861658377585,4.97321495031576e-11,-10.984075,field,11.0,0.1,
016-013,Catinella2005,2.201611034e+20,7.13419,8.824327116811628e-11,2.21325109979924e-11,6.050551079308184e-22,1.5008266104368733e-22,6.408797996516422e+40,11336035275.408857,2843926090.868498,1.8879512226385907e+20,1.1661376669059489,6.00441109890841e-11,-11.103639,field,11.0,0.1,
016-013,Catinella2005,2.857475528e+20,9.25948,7.221731109603625e-11,1.8025390778085695e-11,3.73542941422361e-22,9.124029948270084e-23,8.835276619160419e+40,11665871504.175972,2913734195.1785774,2.2167287489353282e+20,1.289050601871075,5.262651783525147e-11,-11.2171,field,11.0,0.1,
016-013,Catinella2005,3.5133397134000003e+20,11.384769,6.181275814088247e-11,1.5323913389731935e-11,2.65396323647361e-22,6.378283713692037e-23,1.1432263081001916e+41,13237947199.471785,3285393787.6142864,2.5215557995446446e+20,1.3933222156077043,5.24991245558094e-11,-11.324391,field,11.0,0.1,
016-013,Catinella2005,4.1692042074e+20,13.510059,5.466954166267316e-11,1.345245935958068e-11,2.035814070398335e-22,4.8289916041961595e-23,1.4238543464132793e+41,14923751295.17089,3676158129.2009683,2.8140723616558242e+20,1.4815554369564272,5.303257833209956e-11,-11.425535,field,11.0,0.1,
016-013,Catinella2005,4.8250687014e+20,15.635349,4.9499934331421995e-11,1.2092126691064611e-11,1.6373285348437893e-22,3.846663483772057e-23,1.7267339314141505e+41,16273372775.881987,3978452147.1479826,3.098954428278733e+20,1.5569989211103086,5.251246235628184e-11,-11.52064,field,11.0,0.1,
016-013,Catinella2005,5.4809331954e+20,17.760639,4.559454352402598e-11,1.1063885909713321e-11,1.361063058674794e-22,3.1770258984327605e-23,2.052275625421715e+41,16840950938.969868,4088584143.5604143,3.378471982527077e+20,1.6223112767388692,4.984783365399685e-11,-11.609895,field,11.0,0.1,
016-013,Catinella2005,6.1367976894e+20,19.885929,4.254340971895839e-11,1.0262275953651003e-11,1.1594078133988852e-22,2.692882962236292e-23,2.400654738316663e+41,16926108385.924719,4083781472.857176,3.653989796957727e+20,1.6794786056899866,4.6322265048515503e-11,-11.693556,field,11.0,0.1,
016-013,Catinella2005,6.792662183400001e+20,22.011219,4.0096537189335245e-11,9.621874515159705e-12,9.763513786317008e-23,2.2622671704595575e-23,2.77204769625813e+41,16800061622.12076,4031917039.4773264,3.926474916599999e+20,1.7299644917334356,4.278662662811105e-11,-11.771925,field,11.0,0.1,
018-004,Catinella2005,3.945207206e+19,1.278421,8.483455389856535e-11,2.1946824394918518e-11,1.636215572261044e-20,3.997060665074228e-21,1.978455167894804e+39,3614633526.6814947,935111672.1064256,3.3171536230290776e+19,1.1893350909679643,1.0896792664612173e-10,-10.979668,field,11.0,0.1,
018-004,Catinella2005,1.0734737408e+20,3.478528,1.159798545957506e-10,2.8568845388372516e-11,2.3196546463150163e-21,5.657071805584829e-22,2.0025308166059117e+40,5712824151.589365,1407218497.9883013,1.0553392294276697e+20,1.0171835850185964,5.4132585923935913e-11,-11.091887,field,11.0,0.1,
018-004,Catinella2005,1.7524270696e+20,5.678636,1.0210208913253238e-10,2.4963052419559537e-11,9.828078846718811e-22,2.3895823725237874e-22,4.698165724992158e+40,7934070464.515584,1939818330.5000153,1.6164662603087243e+20,1.0841098961541633,4.908280896008481e-11,-11.199897,field,11.0,0.1,
018-004,Catinella2005,2.4313800898e+20,7.878743,8.381503276620376e-11,2.0443755989178092e-11,5.276285519324839e-22,1.27980339366102e-22,7.424059242736928e+40,10131477519.606354,2471263616.6109724,2.0319976087999844e+20,1.1965467278457453,4.9859692136102436e-11,-11.30355,field,11.0,0.1,
