galaxy,galaxy_key,source,n_points,sigma_res,mean_res,median_res,mean_log_gbar,env_dense,logMh
WALLABY J133010-240841,WALLABY J133010-240841,WALLABY,5,0.118962,-1.372032,-1.419464,-11.809444,field,11.0
WALLABY J133019-220858,WALLABY J133019-220858,WALLABY_DR2,12,0.048086,0.218781,0.222749,-11.385401,dense,13.5
WALLABY J133041-233009,WALLABY J133041-233009,WALLABY,4,0.156007,0.615565,0.576362,-11.993533,field,11.0
WALLABY J133058-215044,WALLABY J133058-215044,WALLABY,5,0.143082,0.502444,0.458418,-11.821918,field,11.0
WALLABY J133103-150604,WALLABY J133103-150604,WALLABY,5,0.022679,0.473899,0.471237,-11.714832,field,11.0
WALLABY J133103-160750,WALLABY J133103-160750,WALLABY,6,0.184191,0.799611,0.720226,-12.187851,field,11.0
WALLABY J133138-232047,WALLABY J133138-232047,WALLABY,4,0.031535,0.070055,0.056133,-11.749046,field,11.0
WALLABY J133208-225710,WALLABY J133208-225710,WALLABY_DR2,9,0.077751,0.028307,0.01467,-10.412628,dense,13.5
WALLABY J133209-245132,WALLABY J133209-245132,WALLABY,4,0.173018,0.778311,0.727521,-12.072494,field,11.0
WALLABY J133214-210542,WALLABY J133214-210542,WALLABY_DR2,10,0.011174,0.023477,0.028092,-11.818688,dense,13.5
WALLABY J133314-160715,WALLABY J133314-160715,WALLABY,7,0.196016,1.114722,1.063013,-11.962519,field,11.0
WALLABY J133329-211151,WALLABY J133329-211151,WALLABY_DR2,9,0.050257,0.123978,0.120889,-11.138127,dense,13.5
WALLABY J133348-244525,WALLABY J133348-244525,WALLABY_DR2,8,0.089765,0.267221,0.275075,-11.544231,dense,13.5
WALLABY J133440-234722,WALLABY J133440-234722,WALLABY,4,0.392818,0.283569,0.375721,-11.929355,field,11.0
WALLABY J133541-240428,WALLABY J133541-240428,WALLABY,6,0.142904,0.813785,0.781378,-11.815126,field,11.0
WALLABY J133741-150605,WALLABY J133741-150605,WALLABY_DR2,3,0.031665,0.17843,0.170128,-11.070238,dense,13.5
WALLABY J133756-240727,WALLABY J133756-240727,WALLABY_DR2,8,0.093938,0.160724,0.14443,-11.806255,dense,13.5
WALLABY J133801-225524,WALLABY J133801-225524,WALLABY,5,0.289428,0.658666,0.711137,-12.102164,field,11.0
WALLABY J133949-220132,WALLABY J133949-220132,WALLABY_DR2,6,0.048855,0.179877,0.192491,-11.045533,dense,13.5
WALLABY J134019-235122,WALLABY J134019-235122,WALLABY,4,0.174547,0.750523,0.716503,-11.729016,field,11.0
WALLABY J134501-155202,WALLABY J134501-155202,WALLABY_DR2,2,0.016475,0.171612,0.171612,-11.303461,dense,13.5
WALLABY J163512-580438,WALLABY J163512-580438,WALLABY,6,0.190392,0.970586,0.907274,-11.839863,field,11.0
WALLABY J163518-581311,WALLABY J163518-581311,WALLABY,9,0.203571,0.849116,0.79768,-12.062111,field,11.0
WALLABY J163650-601632,WALLABY J163650-601632,WALLABY,9,0.209436,0.43088,0.376355,-11.703258,dense,11.0
WALLABY J163916-601108,WALLABY J163916-601108,WALLABY,4,0.069521,0.287172,0.298647,-12.126898,dense,11.0
WALLABY J163924-565221,WALLABY J163924-565221,WALLABY,10,0.086011,0.046743,0.048355,-11.692967,field,11.0
WALLABY J164052-602341,WALLABY J164052-602341,WALLABY,7,0.217821,0.675868,0.612326,-11.72529,dense,11.0
WALLABY J164107-605902,WALLABY J164107-605902,WALLABY_DR2,4,0.056242,0.041359,0.063599,-11.402861,dense,15.0
WALLABY J164157-622910,WALLABY J164157-622910,WALLABY,4,0.297651,0.28553,0.403423,-11.74618,field,11.0
WALLABY J164219-595904,WALLABY J164219-595904,WALLABY_DR2,4,0.018279,0.100898,0.102566,-11.885872,dense,15.0
WALLABY J164249-610527,WALLABY J164249-610527,WALLABY,4,0.106514,0.691474,0.682467,-11.921162,dense,11.0
WALLABY J164508-611614,WALLABY J164508-611614,WALLABY_DR2,4,0.015466,0.128449,0.133858,-11.390813,dense,15.0
WALLABY J164739-570817,WALLABY J164739-570817,WALLABY_DR2,2,0.021331,-0.090569,-0.090569,-11.580176,dense,15.0
WALLABY J164740-600851,WALLABY J164740-600851,WALLABY,7,0.139115,0.379156,0.339806,-11.517872,field,11.0
WALLABY J164749-613936,WALLABY J164749-613936,WALLABY_DR2,3,0.026416,0.044645,0.026225,-11.093412,dense,15.0
WALLABY J165103-600109,WALLABY J165103-600109,WALLABY,4,0.111286,0.581277,0.556426,-11.850618,field,11.0
WALLABY J165644-622413,WALLABY J165644-622413,WALLABY,6,0.163934,0.489698,0.519724,-11.788901,field,11.0
WALLABY J165724-595238,WALLABY J165724-595238,WALLABY,5,0.147262,0.370411,0.32474,-11.679469,field,11.0
WALLABY J165804-605308,WALLABY J165804-605308,WALLABY,10,0.225105,-0.222706,-0.272033,-11.683978,field,11.0
WALLABY J165901-601241,WALLABY J165901-601241,WALLABY,34,0.183542,0.3981,0.317278,-11.640858,field,11.0
WALLABY J165949-584125,WALLABY J165949-584125,WALLABY,4,0.136468,0.283937,0.253332,-11.379952,field,11.0
WALLABY J170303-614604,WALLABY J170303-614604,WALLABY,8,0.206999,0.540301,0.475318,-11.631722,field,11.0
WALLABY J170659-620502,WALLABY J170659-620502,WALLABY,16,0.085171,0.229365,0.242965,-11.658504,field,11.0
WALLABY J170747-595059,WALLABY J170747-595059,WALLABY,4,0.07509,0.484497,0.494648,-11.915485,field,11.0
WALLABY J170915-613637,WALLABY J170915-613637,WALLABY,7,0.296148,0.336723,0.35935,-11.864876,field,11.0
WALLABY J171015-615505,WALLABY J171015-615505,WALLABY_DR2,3,0.061558,0.103024,0.132264,-10.631879,dense,15.0
WALLABY J171804-575135,WALLABY J171804-575135,WALLABY,18,0.070531,0.134838,0.132317,-11.822497,field,11.0
WALLABY J171829-602453,WALLABY J171829-602453,WALLABY,4,0.089061,0.215167,0.184064,-11.676914,field,11.0
WALLABY J172007-600928,WALLABY J172007-600928,WALLABY,8,0.221985,0.589899,0.525705,-11.882337,field,11.0
Z 264-87,Z264-87,Yu2020,1,0.0,-0.51568,-0.51568,-11.928684,field,11.0
cvnidwa,CVNIDWA,SS20_LT,1,0.0,-0.025218,-0.025218,-11.816859,field,11.0
ddo126,DDO126,SS20_LT,1,0.0,-0.115505,-0.115505,-11.33306,field,11.0
ddo133,DDO133,SS20_LT,1,0.0,0.057112,0.057112,-11.297127,field,11.0
ddo216,DDO216,SS20_LT,1,0.0,-0.085164,-0.085164,-11.413792,field,11.0
ddo50,DDO50,SS20_LT,1,0.0,-0.523008,-0.523008,-11.094109,field,11.0
ddo52,DDO52,SS20_LT,1,0.0,0.113551,0.113551,-11.364001,field,11.0
ddo87,DDO87,SS20_LT,1,0.0,0.08215,0.08215,-11.611746,field,11.0
haro29,HARO29,SS20_LT,1,0.0,0.07324,0.07324,-11.970478,field,11.0
ic1613,IC1613,SS20_LT,1,0.0,-0.488729,-0.488729,-11.38061,field,11.0
ngc1569,NGC1569,SS20_LT,1,0.0,-0.489404,-0.489404,-10.767699,field,11.0
ngc4396,NGC4396,SS20_R,1,0.0,0.443691,0.443691,-10.950029,dense,14.9
ngc6106,NGC6106,SS20_R,1,0.0,0.221571,0.221571,-10.227439,field,11.0
ugc4169,UGC4169,SS20_R,1,0.0,0.164579,0.164579,-10.719172,field,11.0
wlm,WLM,SS20_LT,1,0.0,0.007663,0.007663,-11.492839,field,11.0
